Module,Endpoint,Method,Scenario,StatusCode,ElapsedMs,Result,Summary
imdf_image,/imdf/image/grid-compose,POST,bad_params,200,40.6,WARN,"Grid Compose"
imdf_image,/imdf/image/grid-compose,POST,wrong_auth,422,16.2,PASS,"Grid Compose"
imdf_image,/imdf/image/compare,POST,no_auth,422,16.7,PASS,"Compare Images"
imdf_image,/imdf/image/compare,POST,with_auth,422,17.5,PASS,"Compare Images"
imdf_image,/imdf/image/compare,POST,bad_params,500,7.4,WARN,"Compare Images"
imdf_image,/imdf/image/compare,POST,wrong_auth,422,15.9,PASS,"Compare Images"
imdf_figma,/imdf/figma/import,POST,no_auth,422,16.9,PASS,"Figma Import"
imdf_figma,/imdf/figma/import,POST,with_auth,422,16.8,PASS,"Figma Import"
imdf_figma,/imdf/figma/import,POST,bad_params,400,16.7,PASS,"Figma Import"
imdf_figma,/imdf/figma/import,POST,wrong_auth,422,16.9,PASS,"Figma Import"
monitor,/api/monitor/pipeline,GET,no_auth,200,7.8,PASS,"Pipeline Snapshot"
monitor,/api/monitor/pipeline,GET,with_auth,200,7.5,PASS,"Pipeline Snapshot"
monitor,/api/monitor/pipeline,GET,bad_params,200,7.2,WARN,"Pipeline Snapshot"
monitor,/api/monitor/pipeline,GET,wrong_auth,200,7.3,PASS,"Pipeline Snapshot"
monitor,/api/monitor/history,GET,no_auth,200,5.4,PASS,"Pipeline History"
monitor,/api/monitor/history,GET,with_auth,200,5.4,PASS,"Pipeline History"
monitor,/api/monitor/history,GET,bad_params,200,5.4,WARN,"Pipeline History"
monitor,/api/monitor/history,GET,wrong_auth,200,5.2,PASS,"Pipeline History"
datasets,/api/datasets,GET,no_auth,200,18.2,PASS,"List Datasets"
datasets,/api/datasets,GET,with_auth,200,12.0,PASS,"List Datasets"
datasets,/api/datasets,GET,bad_params,200,13.3,WARN,"List Datasets"
datasets,/api/datasets,GET,wrong_auth,200,12.4,PASS,"List Datasets"
datasets,/api/datasets/{dataset_id}/preview,GET,no_auth,200,4.0,PASS,"Preview Dataset"
datasets,/api/datasets/{dataset_id}/preview,GET,with_auth,200,2.7,PASS,"Preview Dataset"
datasets,/api/datasets/{dataset_id}/preview,GET,bad_params,500,13.9,WARN,"Preview Dataset"
datasets,/api/datasets/{dataset_id}/preview,GET,wrong_auth,200,4.8,PASS,"Preview Dataset"
ops,/api/ops/overview,GET,no_auth,200,10.2,PASS,"Ops Overview"
ops,/api/ops/overview,GET,with_auth,200,10.9,PASS,"Ops Overview"
ops,/api/ops/overview,GET,bad_params,200,10.0,WARN,"Ops Overview"
ops,/api/ops/overview,GET,wrong_auth,200,15.2,PASS,"Ops Overview"
ops,/api/ops/trend,GET,no_auth,200,13.2,PASS,"Ops Trend"
ops,/api/ops/trend,GET,with_auth,200,16.0,PASS,"Ops Trend"
ops,/api/ops/trend,GET,bad_params,200,15.2,WARN,"Ops Trend"
ops,/api/ops/trend,GET,wrong_auth,200,13.4,PASS,"Ops Trend"
annotations,/api/annotations/save,POST,no_auth,422,24.2,PASS,"Save Annotation"
annotations,/api/annotations/save,POST,with_auth,422,17.9,PASS,"Save Annotation"
annotations,/api/annotations/save,POST,bad_params,422,19.5,PASS,"Save Annotation"
annotations,/api/annotations/save,POST,wrong_auth,422,25.4,PASS,"Save Annotation"
annotations,/api/annotations/history,GET,no_auth,200,10.8,PASS,"Annotation History"
annotations,/api/annotations/history,GET,with_auth,200,11.2,PASS,"Annotation History"
annotations,/api/annotations/history,GET,bad_params,200,11.1,WARN,"Annotation History"
annotations,/api/annotations/history,GET,wrong_auth,200,10.4,PASS,"Annotation History"
crowd,/api/crowd/workers,GET,no_auth,200,10.5,PASS,"Crowd Workers"
crowd,/api/crowd/workers,GET,with_auth,200,10.4,PASS,"Crowd Workers"
crowd,/api/crowd/workers,GET,bad_params,200,10.8,WARN,"Crowd Workers"
crowd,/api/crowd/workers,GET,wrong_auth,200,11.7,PASS,"Crowd Workers"
crowd,/api/crowd/workers,POST,no_auth,422,15.7,PASS,"Create Worker"
crowd,/api/crowd/workers,POST,with_auth,422,16.1,PASS,"Create Worker"
crowd,/api/crowd/workers,POST,bad_params,200,20.9,WARN,"Create Worker"
crowd,/api/crowd/workers,POST,wrong_auth,422,17.6,PASS,"Create Worker"
crowd,/api/crowd/stats,GET,no_auth,200,10.7,PASS,"Crowd Stats"
crowd,/api/crowd/stats,GET,with_auth,200,10.6,PASS,"Crowd Stats"
crowd,/api/crowd/stats,GET,bad_params,200,13.5,WARN,"Crowd Stats"
crowd,/api/crowd/stats,GET,wrong_auth,200,10.6,PASS,"Crowd Stats"
delivery,/api/delivery/,GET,no_auth,200,9.3,PASS,"Delivery List"
delivery,/api/delivery/,GET,with_auth,200,9.1,PASS,"Delivery List"
delivery,/api/delivery/,GET,bad_params,200,8.9,WARN,"Delivery List"
delivery,/api/delivery/,GET,wrong_auth,200,9.2,PASS,"Delivery List"
delivery,/api/delivery/create,POST,no_auth,422,14.2,PASS,"Delivery Create"
delivery,/api/delivery/create,POST,with_auth,422,13.8,PASS,"Delivery Create"
delivery,/api/delivery/create,POST,bad_params,422,15.1,PASS,"Delivery Create"
delivery,/api/delivery/create,POST,wrong_auth,422,15.0,PASS,"Delivery Create"
root,/metrics,GET,no_auth,200,49.7,PASS,"Get Metrics Endpoint"
root,/metrics,GET,with_auth,200,48.2,PASS,"Get Metrics Endpoint"
root,/metrics,GET,bad_params,200,48.4,WARN,"Get Metrics Endpoint"
root,/metrics,GET,wrong_auth,200,112.2,PASS,"Get Metrics Endpoint"
external,/api/external/register,POST,no_auth,422,16.7,PASS,"Register External"
external,/api/external/register,POST,with_auth,422,17.2,PASS,"Register External"
external,/api/external/register,POST,bad_params,422,19.9,PASS,"Register External"
external,/api/external/register,POST,wrong_auth,422,18.1,PASS,"Register External"
external,/api/external/list,GET,no_auth,200,1.6,PASS,"List Externals"
external,/api/external/list,GET,with_auth,200,1.3,PASS,"List Externals"
external,/api/external/list,GET,bad_params,200,1.3,WARN,"List Externals"
external,/api/external/list,GET,wrong_auth,200,1.2,PASS,"List Externals"
external,/api/external/protocols,GET,no_auth,200,1.1,PASS,"List Protocols"
external,/api/external/protocols,GET,with_auth,200,1.2,PASS,"List Protocols"
external,/api/external/protocols,GET,bad_params,200,1.1,WARN,"List Protocols"
external,/api/external/protocols,GET,wrong_auth,200,1.1,PASS,"List Protocols"
external,/api/external/{agent_id},GET,no_auth,404,1.3,PASS,"Get External"
external,/api/external/{agent_id},GET,with_auth,404,1.4,PASS,"Get External"
external,/api/external/{agent_id},GET,bad_params,404,1.3,PASS,"Get External"
external,/api/external/{agent_id},GET,wrong_auth,404,1.3,PASS,"Get External"
external,/api/external/{agent_id},DELETE,no_auth,404,12.9,PASS,"Unregister External"
external,/api/external/{agent_id},DELETE,with_auth,404,13.1,PASS,"Unregister External"
external,/api/external/{agent_id},DELETE,bad_params,404,13.7,PASS,"Unregister External"
external,/api/external/{agent_id},DELETE,wrong_auth,404,13.5,PASS,"Unregister External"
external,/api/external/{agent_id}/health-check,POST,no_auth,404,13.6,PASS,"Health Check External"
external,/api/external/{agent_id}/health-check,POST,with_auth,404,13.1,PASS,"Health Check External"
external,/api/external/{agent_id}/health-check,POST,bad_params,404,13.6,PASS,"Health Check External"
external,/api/external/{agent_id}/health-check,POST,wrong_auth,404,13.4,PASS,"Health Check External"
external,/api/external/{agent_id}/invoke,POST,no_auth,422,14.1,PASS,"Invoke External"
external,/api/external/{agent_id}/invoke,POST,with_auth,422,13.5,PASS,"Invoke External"
external,/api/external/{agent_id}/invoke,POST,bad_params,404,13.6,PASS,"Invoke External"
external,/api/external/{agent_id}/invoke,POST,wrong_auth,422,13.6,PASS,"Invoke External"
models,/api/models,GET,no_auth,200,1.3,PASS,"List Models"
models,/api/models,GET,with_auth,200,1.2,PASS,"List Models"
models,/api/models,GET,bad_params,200,1.3,WARN,"List Models"
models,/api/models,GET,wrong_auth,200,1.2,PASS,"List Models"
chat,/api/chat,POST,no_auth,422,15.3,PASS,"Chat Api"
chat,/api/chat,POST,with_auth,422,15.0,PASS,"Chat Api"
chat,/api/chat,POST,bad_params,422,14.0,PASS,"Chat Api"
chat,/api/chat,POST,wrong_auth,422,14.4,PASS,"Chat Api"
models,/api/models/health,GET,no_auth,200,1.4,PASS,"Model Health Check"
models,/api/models/health,GET,with_auth,200,1.2,PASS,"Model Health Check"
models,/api/models/health,GET,bad_params,200,1.2,WARN,"Model Health Check"
models,/api/models/health,GET,wrong_auth,200,1.2,PASS,"Model Health Check"
auth,/auth/register,POST,no_auth,422,13.5,PASS,"Register"
auth,/auth/register,POST,with_auth,422,13.4,PASS,"Register"
auth,/auth/register,POST,bad_params,422,13.6,PASS,"Register"
auth,/auth/register,POST,wrong_auth,422,13.5,PASS,"Register"
auth,/auth/login,POST,no_auth,429,14.4,WARN,"Login"
auth,/auth/login,POST,with_auth,429,14.0,WARN,"Login"
auth,/auth/login,POST,bad_params,429,13.9,WARN,"Login"
auth,/auth/login,POST,wrong_auth,429,14.8,WARN,"Login"
auth,/auth/refresh,POST,no_auth,401,16.6,PASS,"Refresh"
auth,/auth/refresh,POST,with_auth,422,16.7,PASS,"Refresh"
auth,/auth/refresh,POST,bad_params,401,18.2,PASS,"Refresh"
auth,/auth/refresh,POST,wrong_auth,401,14.3,PASS,"Refresh"
auth,/auth/me,GET,no_auth,401,2.1,PASS,"Get Me"
auth,/auth/me,GET,with_auth,200,1.9,PASS,"Get Me"
auth,/auth/me,GET,bad_params,200,1.6,WARN,"Get Me"
auth,/auth/me,GET,wrong_auth,401,1.6,PASS,"Get Me"
auth,/auth/password,PUT,no_auth,401,14.6,PASS,"Change Password"
auth,/auth/password,PUT,with_auth,422,14.9,PASS,"Change Password"
auth,/auth/password,PUT,bad_params,422,14.8,PASS,"Change Password"
auth,/auth/password,PUT,wrong_auth,401,13.9,PASS,"Change Password"
classify,/api/classify/rule,POST,no_auth,422,13.8,PASS,"Add Rule"
classify,/api/classify/rule,POST,with_auth,422,13.6,PASS,"Add Rule"
classify,/api/classify/rule,POST,bad_params,422,13.9,PASS,"Add Rule"
classify,/api/classify/rule,POST,wrong_auth,422,14.3,PASS,"Add Rule"
classify,/api/classify/rules,GET,no_auth,200,1.6,PASS,"List Rules"
classify,/api/classify/rules,GET,with_auth,200,1.8,PASS,"List Rules"
classify,/api/classify/rules,GET,bad_params,200,1.4,WARN,"List Rules"
classify,/api/classify/rules,GET,wrong_auth,200,1.3,PASS,"List Rules"
classify,/api/classify/rule/{rule_id},DELETE,no_auth,200,19.8,PASS,"Delete Rule"
classify,/api/classify/rule/{rule_id},DELETE,with_auth,200,15.4,PASS,"Delete Rule"
classify,/api/classify/rule/{rule_id},DELETE,bad_params,200,21.7,WARN,"Delete Rule"
classify,/api/classify/rule/{rule_id},DELETE,wrong_auth,200,15.5,PASS,"Delete Rule"
classify,/api/classify/run,POST,no_auth,422,15.8,PASS,"Classify Items"
classify,/api/classify/run,POST,with_auth,422,18.4,PASS,"Classify Items"
classify,/api/classify/run,POST,bad_params,422,14.2,PASS,"Classify Items"
classify,/api/classify/run,POST,wrong_auth,422,13.5,PASS,"Classify Items"
classify,/api/classify/nl-filter,POST,no_auth,422,14.0,PASS,"Nl Filter"
classify,/api/classify/nl-filter,POST,with_auth,422,14.0,PASS,"Nl Filter"
classify,/api/classify/nl-filter,POST,bad_params,422,14.3,PASS,"Nl Filter"
classify,/api/classify/nl-filter,POST,wrong_auth,422,14.9,PASS,"Nl Filter"
classify,/api/classify/taxonomy,GET,no_auth,200,1.4,PASS,"Get Taxonomy"
classify,/api/classify/taxonomy,GET,with_auth,200,1.3,PASS,"Get Taxonomy"
classify,/api/classify/taxonomy,GET,bad_params,200,1.3,WARN,"Get Taxonomy"
classify,/api/classify/taxonomy,GET,wrong_auth,200,1.1,PASS,"Get Taxonomy"
classify,/api/classify/init-defaults,POST,no_auth,200,147.2,PASS,"Init Default Rules"
classify,/api/classify/init-defaults,POST,with_auth,200,168.6,PASS,"Init Default Rules"
classify,/api/classify/init-defaults,POST,bad_params,200,220.8,WARN,"Init Default Rules"
classify,/api/classify/init-defaults,POST,wrong_auth,200,172.7,PASS,"Init Default Rules"
audio,/api/audio/tts,POST,no_auth,422,13.2,PASS,"Text To Speech"
audio,/api/audio/tts,POST,with_auth,422,37.6,PASS,"Text To Speech"
audio,/api/audio/tts,POST,bad_params,422,13.4,PASS,"Text To Speech"
audio,/api/audio/tts,POST,wrong_auth,422,13.1,PASS,"Text To Speech"
audio,/api/audio/asr,POST,no_auth,422,12.8,PASS,"Transcribe"
audio,/api/audio/asr,POST,with_auth,422,16.0,PASS,"Transcribe"
audio,/api/audio/asr,POST,bad_params,422,13.3,PASS,"Transcribe"
audio,/api/audio/asr,POST,wrong_auth,422,13.7,PASS,"Transcribe"
audio,/api/audio/music,POST,no_auth,422,13.9,PASS,"Generate Music"
audio,/api/audio/music,POST,with_auth,422,24.7,PASS,"Generate Music"
audio,/api/audio/music,POST,bad_params,422,15.0,PASS,"Generate Music"
audio,/api/audio/music,POST,wrong_auth,422,15.4,PASS,"Generate Music"
audio,/api/audio/sfx,POST,no_auth,422,16.7,PASS,"Sound Effect"
audio,/api/audio/sfx,POST,with_auth,422,14.8,PASS,"Sound Effect"
audio,/api/audio/sfx,POST,bad_params,422,14.5,PASS,"Sound Effect"
audio,/api/audio/sfx,POST,wrong_auth,422,16.7,PASS,"Sound Effect"
audio,/api/audio/jobs,GET,no_auth,200,1.4,PASS,"List Jobs"
audio,/api/audio/jobs,GET,with_auth,200,1.3,PASS,"List Jobs"
audio,/api/audio/jobs,GET,bad_params,200,1.1,WARN,"List Jobs"
audio,/api/audio/jobs,GET,wrong_auth,200,1.3,PASS,"List Jobs"
discovery,/api/discovery/search,POST,no_auth,422,14.8,PASS,"Discover Sources"
discovery,/api/discovery/search,POST,with_auth,422,14.8,PASS,"Discover Sources"
discovery,/api/discovery/search,POST,bad_params,422,14.6,PASS,"Discover Sources"
discovery,/api/discovery/search,POST,wrong_auth,422,14.6,PASS,"Discover Sources"
discovery,/api/discovery/registered,GET,no_auth,200,1.9,PASS,"List Registered"
discovery,/api/discovery/registered,GET,with_auth,200,1.3,PASS,"List Registered"
discovery,/api/discovery/registered,GET,bad_params,200,1.4,WARN,"List Registered"
discovery,/api/discovery/registered,GET,wrong_auth,200,1.2,PASS,"List Registered"
discovery,/api/discovery/register,POST,no_auth,422,14.5,PASS,"Register Source"
discovery,/api/discovery/register,POST,with_auth,422,13.3,PASS,"Register Source"
discovery,/api/discovery/register,POST,bad_params,422,14.0,PASS,"Register Source"
discovery,/api/discovery/register,POST,wrong_auth,422,13.9,PASS,"Register Source"
discovery,/api/discovery/clear-cache,POST,no_auth,200,14.0,PASS,"Clear Cache"
discovery,/api/discovery/clear-cache,POST,with_auth,200,13.5,PASS,"Clear Cache"
discovery,/api/discovery/clear-cache,POST,bad_params,200,13.1,WARN,"Clear Cache"
discovery,/api/discovery/clear-cache,POST,wrong_auth,200,13.5,PASS,"Clear Cache"
admin,/api/admin/users,GET,no_auth,401,1.7,PASS,"List Users"
admin,/api/admin/users,GET,with_auth,403,1.8,WARN,"List Users"
admin,/api/admin/users,GET,bad_params,403,1.7,PASS,"List Users"
admin,/api/admin/users,GET,wrong_auth,401,1.5,PASS,"List Users"
admin,/api/admin/users/{username}/role,PUT,no_auth,401,14.2,PASS,"Change User Role"
admin,/api/admin/users/{username}/role,PUT,with_auth,422,16.2,PASS,"Change User Role"
admin,/api/admin/users/{username}/role,PUT,bad_params,422,14.9,PASS,"Change User Role"
admin,/api/admin/users/{username}/role,PUT,wrong_auth,401,14.0,PASS,"Change User Role"
admin,/api/admin/users/{username}/disable,PUT,no_auth,401,14.3,PASS,"Toggle User Status"
admin,/api/admin/users/{username}/disable,PUT,with_auth,422,14.1,PASS,"Toggle User Status"
admin,/api/admin/users/{username}/disable,PUT,bad_params,403,15.2,PASS,"Toggle User Status"
admin,/api/admin/users/{username}/disable,PUT,wrong_auth,401,14.9,PASS,"Toggle User Status"
admin,/api/admin/users/{username},DELETE,no_auth,401,14.4,PASS,"Delete User"
admin,/api/admin/users/{username},DELETE,with_auth,403,14.8,WARN,"Delete User"
admin,/api/admin/users/{username},DELETE,bad_params,403,15.2,PASS,"Delete User"
admin,/api/admin/users/{username},DELETE,wrong_auth,401,15.1,PASS,"Delete User"
admin,/api/admin/stats,GET,no_auth,401,6.4,PASS,"Admin Stats"
admin,/api/admin/stats,GET,with_auth,403,2.6,WARN,"Admin Stats"
admin,/api/admin/stats,GET,bad_params,403,9.3,PASS,"Admin Stats"
admin,/api/admin/stats,GET,wrong_auth,401,16.0,PASS,"Admin Stats"
admin,/api/admin/users/{username}/quota,GET,no_auth,401,7.0,PASS,"Get User Quota"
admin,/api/admin/users/{username}/quota,GET,with_auth,403,2.9,WARN,"Get User Quota"
admin,/api/admin/users/{username}/quota,GET,bad_params,403,1.9,PASS,"Get User Quota"
admin,/api/admin/users/{username}/quota,GET,wrong_auth,401,2.7,PASS,"Get User Quota"
admin,/api/admin/users/{username}/quota,PUT,no_auth,401,24.9,PASS,"Set User Quota"
admin,/api/admin/users/{username}/quota,PUT,with_auth,422,18.8,PASS,"Set User Quota"
admin,/api/admin/users/{username}/quota,PUT,bad_params,403,17.0,PASS,"Set User Quota"
admin,/api/admin/users/{username}/quota,PUT,wrong_auth,401,19.5,PASS,"Set User Quota"
crowd,/api/crowd/teams,GET,no_auth,200,2.0,PASS,"List Teams"
crowd,/api/crowd/teams,GET,with_auth,200,1.8,PASS,"List Teams"
crowd,/api/crowd/teams,GET,bad_params,200,1.6,WARN,"List Teams"
crowd,/api/crowd/teams,GET,wrong_auth,200,1.4,PASS,"List Teams"
crowd,/api/crowd/teams,POST,no_auth,422,18.3,PASS,"Create Team"
crowd,/api/crowd/teams,POST,with_auth,422,16.9,PASS,"Create Team"
crowd,/api/crowd/teams,POST,bad_params,200,16.1,WARN,"Create Team"
crowd,/api/crowd/teams,POST,wrong_auth,422,17.7,PASS,"Create Team"
crowd,/api/crowd/assign,POST,no_auth,422,19.9,PASS,"Assign Task"
crowd,/api/crowd/assign,POST,with_auth,422,16.6,PASS,"Assign Task"
crowd,/api/crowd/assign,POST,bad_params,200,18.4,WARN,"Assign Task"
crowd,/api/crowd/assign,POST,wrong_auth,422,16.7,PASS,"Assign Task"
crowd,/api/crowd/golden-check,POST,no_auth,422,18.6,PASS,"Golden Check"
crowd,/api/crowd/golden-check,POST,with_auth,422,16.7,PASS,"Golden Check"
crowd,/api/crowd/golden-check,POST,bad_params,200,16.4,WARN,"Golden Check"
crowd,/api/crowd/golden-check,POST,wrong_auth,422,16.5,PASS,"Golden Check"
crowd,/api/crowd/majority-vote,POST,no_auth,422,17.3,PASS,"Majority Vote"
crowd,/api/crowd/majority-vote,POST,with_auth,422,15.7,PASS,"Majority Vote"
crowd,/api/crowd/majority-vote,POST,bad_params,200,15.8,WARN,"Majority Vote"
crowd,/api/crowd/majority-vote,POST,wrong_auth,422,15.9,PASS,"Majority Vote"
crowd,/api/crowd/quality-report/{worker_id},GET,no_auth,200,1.5,PASS,"Quality Report"
crowd,/api/crowd/quality-report/{worker_id},GET,with_auth,200,1.3,PASS,"Quality Report"
crowd,/api/crowd/quality-report/{worker_id},GET,bad_params,200,1.5,WARN,"Quality Report"
crowd,/api/crowd/quality-report/{worker_id},GET,wrong_auth,200,1.4,PASS,"Quality Report"
crowd,/api/crowd/quality-coefficient,POST,no_auth,422,15.5,PASS,"Set Quality Coefficient"
crowd,/api/crowd/quality-coefficient,POST,with_auth,422,16.1,PASS,"Set Quality Coefficient"
crowd,/api/crowd/quality-coefficient,POST,bad_params,200,15.2,WARN,"Set Quality Coefficient"
crowd,/api/crowd/quality-coefficient,POST,wrong_auth,422,17.2,PASS,"Set Quality Coefficient"
delivery,/api/delivery/submit,POST,no_auth,422,17.5,PASS,"Submit Delivery"
delivery,/api/delivery/submit,POST,with_auth,422,15.8,PASS,"Submit Delivery"
delivery,/api/delivery/submit,POST,bad_params,200,14.7,WARN,"Submit Delivery"
delivery,/api/delivery/submit,POST,wrong_auth,422,14.2,PASS,"Submit Delivery"
delivery,/api/delivery/review,GET,no_auth,200,1.4,PASS,"List Reviews"
delivery,/api/delivery/review,GET,with_auth,200,1.3,PASS,"List Reviews"
delivery,/api/delivery/review,GET,bad_params,200,1.4,WARN,"List Reviews"
delivery,/api/delivery/review,GET,wrong_auth,200,1.2,PASS,"List Reviews"
delivery,/api/delivery/review,POST,no_auth,422,13.5,PASS,"Submit Review"
delivery,/api/delivery/review,POST,with_auth,422,14.1,PASS,"Submit Review"
delivery,/api/delivery/review,POST,bad_params,200,18.5,WARN,"Submit Review"
delivery,/api/delivery/review,POST,wrong_auth,422,19.4,PASS,"Submit Review"
delivery,/api/delivery/approve,POST,no_auth,422,21.6,PASS,"Approve Delivery"
delivery,/api/delivery/approve,POST,with_auth,422,15.8,PASS,"Approve Delivery"
delivery,/api/delivery/approve,POST,bad_params,200,17.1,WARN,"Approve Delivery"
delivery,/api/delivery/approve,POST,wrong_auth,422,18.5,PASS,"Approve Delivery"
review,/api/review/submit,POST,no_auth,422,16.9,PASS,"Submit Algorithm"
review,/api/review/submit,POST,with_auth,422,16.5,PASS,"Submit Algorithm"
review,/api/review/submit,POST,bad_params,200,16.0,WARN,"Submit Algorithm"
review,/api/review/submit,POST,wrong_auth,422,15.6,PASS,"Submit Algorithm"
review,/api/review/pre_review,POST,no_auth,422,16.0,PASS,"Pre Review Algorithm"
review,/api/review/pre_review,POST,with_auth,422,16.0,PASS,"Pre Review Algorithm"
review,/api/review/pre_review,POST,bad_params,200,15.4,WARN,"Pre Review Algorithm"
review,/api/review/pre_review,POST,wrong_auth,422,17.1,PASS,"Pre Review Algorithm"
review,/api/review/approve,POST,no_auth,422,15.4,PASS,"Approve Algorithm"
review,/api/review/approve,POST,with_auth,422,15.9,PASS,"Approve Algorithm"
review,/api/review/approve,POST,bad_params,200,16.1,WARN,"Approve Algorithm"
review,/api/review/approve,POST,wrong_auth,422,18.9,PASS,"Approve Algorithm"
review,/api/review/deploy,POST,no_auth,422,23.8,PASS,"Deploy Algorithm"
review,/api/review/deploy,POST,with_auth,422,23.3,PASS,"Deploy Algorithm"
review,/api/review/deploy,POST,bad_params,200,57.5,WARN,"Deploy Algorithm"
review,/api/review/deploy,POST,wrong_auth,422,20.3,PASS,"Deploy Algorithm"
review,/api/review/,GET,no_auth,200,1.7,PASS,"List Reviews Get"
review,/api/review/,GET,with_auth,200,1.6,PASS,"List Reviews Get"
review,/api/review/,GET,bad_params,200,1.5,WARN,"List Reviews Get"
review,/api/review/,GET,wrong_auth,200,1.3,PASS,"List Reviews Get"
stats,/api/stats/daily,GET,no_auth,200,1.3,PASS,"Daily Stats"
stats,/api/stats/daily,GET,with_auth,200,1.3,PASS,"Daily Stats"
stats,/api/stats/daily,GET,bad_params,200,1.3,WARN,"Daily Stats"
stats,/api/stats/daily,GET,wrong_auth,200,1.3,PASS,"Daily Stats"
stats,/api/stats/weekly,GET,no_auth,200,1.3,PASS,"Weekly Stats"
stats,/api/stats/weekly,GET,with_auth,200,1.3,PASS,"Weekly Stats"
stats,/api/stats/weekly,GET,bad_params,200,1.2,WARN,"Weekly Stats"
stats,/api/stats/weekly,GET,wrong_auth,200,1.3,PASS,"Weekly Stats"
stats,/api/stats/monthly,GET,no_auth,200,1.3,PASS,"Monthly Stats"
stats,/api/stats/monthly,GET,with_auth,200,1.4,PASS,"Monthly Stats"
stats,/api/stats/monthly,GET,bad_params,200,1.4,WARN,"Monthly Stats"
stats,/api/stats/monthly,GET,wrong_auth,200,1.4,PASS,"Monthly Stats"
stats,/api/stats/compare,GET,no_auth,500,6.1,WARN,"Compare Stats"
stats,/api/stats/compare,GET,with_auth,500,6.2,WARN,"Compare Stats"
stats,/api/stats/compare,GET,bad_params,500,6.1,WARN,"Compare Stats"
stats,/api/stats/compare,GET,wrong_auth,500,6.0,WARN,"Compare Stats"
requirements,/api/requirements/create,POST,no_auth,422,13.8,PASS,"Create Requirement"
requirements,/api/requirements/create,POST,with_auth,422,13.4,PASS,"Create Requirement"
requirements,/api/requirements/create,POST,bad_params,500,5.2,WARN,"Create Requirement"
requirements,/api/requirements/create,POST,wrong_auth,422,13.1,PASS,"Create Requirement"
requirements,/api/requirements/assign,POST,no_auth,422,15.5,PASS,"Assign Requirement"
requirements,/api/requirements/assign,POST,with_auth,422,15.3,PASS,"Assign Requirement"
requirements,/api/requirements/assign,POST,bad_params,200,14.4,WARN,"Assign Requirement"
requirements,/api/requirements/assign,POST,wrong_auth,422,17.5,PASS,"Assign Requirement"
requirements,/api/requirements/verify,POST,no_auth,422,15.9,PASS,"Verify Requirement"
requirements,/api/requirements/verify,POST,with_auth,422,18.3,PASS,"Verify Requirement"
requirements,/api/requirements/verify,POST,bad_params,200,17.4,WARN,"Verify Requirement"
requirements,/api/requirements/verify,POST,wrong_auth,422,16.1,PASS,"Verify Requirement"
requirements,/api/requirements/close,POST,no_auth,422,17.1,PASS,"Close Requirement"
requirements,/api/requirements/close,POST,with_auth,422,18.5,PASS,"Close Requirement"
requirements,/api/requirements/close,POST,bad_params,200,14.1,WARN,"Close Requirement"
requirements,/api/requirements/close,POST,wrong_auth,422,13.4,PASS,"Close Requirement"
requirements,/api/requirements/,GET,no_auth,200,1.4,PASS,"List Requirements"
requirements,/api/requirements/,GET,with_auth,200,1.4,PASS,"List Requirements"
requirements,/api/requirements/,GET,bad_params,200,1.4,WARN,"List Requirements"
requirements,/api/requirements/,GET,wrong_auth,200,1.3,PASS,"List Requirements"
oss,/api/oss/upload,POST,no_auth,422,14.3,PASS,"Oss Upload"
oss,/api/oss/upload,POST,with_auth,422,13.8,PASS,"Oss Upload"
oss,/api/oss/upload,POST,bad_params,200,13.6,WARN,"Oss Upload"
oss,/api/oss/upload,POST,wrong_auth,422,14.4,PASS,"Oss Upload"
oss,/api/oss/status,GET,no_auth,200,1.7,PASS,"Oss Status"
oss,/api/oss/status,GET,with_auth,200,1.5,PASS,"Oss Status"
oss,/api/oss/status,GET,bad_params,200,1.3,WARN,"Oss Status"
oss,/api/oss/status,GET,wrong_auth,200,1.5,PASS,"Oss Status"
oss,/api/oss/query,GET,no_auth,200,1.3,PASS,"Oss Query"
oss,/api/oss/query,GET,with_auth,200,1.3,PASS,"Oss Query"
oss,/api/oss/query,GET,bad_params,200,1.2,WARN,"Oss Query"
oss,/api/oss/query,GET,wrong_auth,200,1.4,PASS,"Oss Query"
oss,/api/oss/sync,POST,no_auth,422,13.9,PASS,"Oss Sync"
oss,/api/oss/sync,POST,with_auth,422,17.0,PASS,"Oss Sync"
oss,/api/oss/sync,POST,bad_params,500,6.8,WARN,"Oss Sync"
oss,/api/oss/sync,POST,wrong_auth,422,14.4,PASS,"Oss Sync"
prelabel,/api/prelabel,POST,no_auth,422,14.5,PASS,"Prelabel"
prelabel,/api/prelabel,POST,with_auth,422,14.1,PASS,"Prelabel"
prelabel,/api/prelabel,POST,bad_params,200,836.8,WARN,"Prelabel"
prelabel,/api/prelabel,POST,wrong_auth,422,16.1,PASS,"Prelabel"
api-keys,/api/v1/api-keys/create,POST,no_auth,401,16.0,PASS,"Create Api Key"
api-keys,/api/v1/api-keys/create,POST,with_auth,422,16.7,PASS,"Create Api Key"
api-keys,/api/v1/api-keys/create,POST,bad_params,200,195.2,WARN,"Create Api Key"
api-keys,/api/v1/api-keys/create,POST,wrong_auth,401,14.1,PASS,"Create Api Key"
api-keys,/api/v1/api-keys,GET,no_auth,401,1.8,PASS,"List Api Keys"
api-keys,/api/v1/api-keys,GET,with_auth,200,10.0,PASS,"List Api Keys"
